ref	query	dist	pvalue	sharedhashes	Organism.Name	Strain	Assembly	Level
NZ_CP053045.1.fa	NA	NA	NA	NA	Escherichia fergusonii	HNCF11W	GCA_013171325.1	Complete
NZ_CP037923.1.fa	NA	NA	NA	NA	Shigella flexneri 5a str. M90T	M90T	GCA_004799585.1	Complete
NZ_CP035466.1.fa	NA	NA	NA	NA	Klebsiella aerogenes	LU2	GCA_006874725.1	Complete
NZ_CP011584.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	CAV1668	GCA_001022055.1	Complete
NZ_LR130538.1.fa	NA	NA	NA	NA	Klebsiella variicola	AJ292	GCA_900622595.1	Complete
CP057220.1.fa	NA	NA	NA	NA	Escherichia fergusonii	RHB32-C22	GCA_013819565.1	Complete
NZ_CP044155.1.fa	NA	NA	NA	NA	Shigella flexneri	AR-0424	GCA_008727255.1	Complete
NZ_CP046115.1.fa	NA	NA	NA	NA	Klebsiella oxytoca	P620	GCA_009707385.1	Complete
NZ_CP016344.1.fa	NA	NA	NA	NA	Klebsiella variicola	E57-7	GCA_003290425.1	Complete
AP022183.1.fa	NA	NA	NA	NA	Klebsiella quasipneumoniae	WP7-S17-ESBL-08	GCA_014169495.1	Complete
NZ_CP035207.1.fa	NA	NA	NA	NA	Klebsiella quasipneumoniae	TH114	GCA_009387795.1	Complete
NZ_CP048598.1.fa	NA	NA	NA	NA	Klebsiella aerogenes	AUH-KAM-9	GCA_010509815.1	Complete
NZ_CP045611.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	AUH-ENM30	GCA_009497055.1	Complete
NZ_LR130544.1.fa	NA	NA	NA	NA	Klebsiella variicola	03-311-0071	GCA_900622625.1	Complete
NZ_CP042980.1.fa	NA	NA	NA	NA	Shigella flexneri Y	PE577	GCA_008370775.1	Complete
NZ_CP050498.1.fa	NA	NA	NA	NA	Escherichia coli	RM13322	GCA_013357365.1	Complete
NZ_CP034060.1.fa	NA	NA	NA	NA	Shigella flexneri	FDAARGOS_535	GCA_003855135.1	Complete
CP057481.1.fa	NA	NA	NA	NA	Escherichia fergusonii	RHB25-C10	GCA_013836325.1	Complete
NZ_LR130543.1.fa	NA	NA	NA	NA	Klebsiella variicola	04153260899A	GCA_900622615.1	Complete
CP059414.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	ENCL48212	GCA_013873655.1	Complete
CP059422.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	ENCL49790	GCA_013873945.1	Complete
NZ_CP020753.1.fa	NA	NA	NA	NA	Shigella flexneri 1c	Y394	GCA_002442995.2	Complete
NZ_CP026231.1.fa	NA	NA	NA	NA	Citrobacter freundii complex sp. CFNIH4	CFNIH4	GCA_002934505.1	Complete
NZ_LS999206.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	EC-TO80	GCA_900497145.1	Complete
NZ_CP028607.1.fa	NA	NA	NA	NA	Escherichia coli	143	GCA_005221885.1	Complete
NZ_CP011650.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	CAV1669	GCA_001022255.1	Complete
NZ_CP027338.1.fa	NA	NA	NA	NA	Escherichia coli	2014C-3051	GCA_003017915.1	Complete
NZ_CP031571.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	N1	GCA_003408575.1	Complete
CP056936.1.fa	NA	NA	NA	NA	Escherichia fergusonii	RHB42-C13	GCA_013799825.1	Complete
NZ_CP044152.1.fa	NA	NA	NA	NA	Shigella flexneri	AR-0425	GCA_008727235.1	Complete
NZ_CP054913.1.fa	NA	NA	NA	NA	Shigella flexneri	FDAARGOS_691	GCA_013364115.1	Complete
NZ_CP042946.1.fa	NA	NA	NA	NA	Escherichia fergusonii	ATCC 35470	GCA_008064915.1	Complete
CP057146.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB35-C22	GCA_013816335.1	Complete
NZ_CP026238.1.fa	NA	NA	NA	NA	Citrobacter freundii complex sp. CFNIH9	CFNIH9	GCA_002903305.1	Complete
NZ_CP026550.1.fa	NA	NA	NA	NA	Citrobacter sp. SL156	SL156	GCA_004101905.1	Complete
NZ_CP023569.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	BW	GCA_009930835.1	Complete
CP057149.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB35-C18	GCA_013816655.1	Complete
CP057256.1.fa	NA	NA	NA	NA	Escherichia fergusonii	RHB31-C17	GCA_013821535.1	Complete
NZ_CP024473.1.fa	NA	NA	NA	NA	Shigella flexneri 7b	94-3007	GCA_002741635.1	Complete
NZ_CP041051.1.fa	NA	NA	NA	NA	Citrobacter sp. CF971	CF971	GCA_006385635.1	Complete
NZ_CP022532.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	MS7884A	GCA_002237465.1	Complete
NZ_LR213452.1.fa	NA	NA	NA	NA	Shigella flexneri	AUSMDU00008355	GCA_900659645.1	Complete
CP056200.1.fa	NA	NA	NA	NA	Citrobacter sp. RHBSTW-00986	RHBSTW-00986	GCA_013783065.1	Complete
NZ_CP049192.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	Y2152	GCA_011045355.1	Complete
NZ_CP049188.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	Y323	GCA_011045335.1	Complete
NZ_CP033605.1.fa	NA	NA	NA	NA	Escherichia coli O157:H7	TR01	GCA_003722195.1	Complete
NZ_CP015853.1.fa	NA	NA	NA	NA	Escherichia coli	ATCC 43889	GCA_006874785.1	Complete
NZ_CP015020.1.fa	NA	NA	NA	NA	Escherichia coli	28RC1	GCA_001612475.1	Complete
CP056809.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHBSTW-00162	GCA_013790265.1	Complete
NZ_CP028538.2.fa	NA	NA	NA	NA	Enterobacter hormaechei	SCEH020042	GCA_003051945.2	Complete
NZ_CP032803.1.fa	NA	NA	NA	NA	Escherichia coli	ERL05-1306	GCA_008926185.1	Complete
NZ_CP045975.1.fa	NA	NA	NA	NA	Escherichia coli	AUSMDU00002545	GCA_009664455.1	Complete
CP057136.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB36-C06	GCA_013815045.1	Complete
NZ_CP032795.1.fa	NA	NA	NA	NA	Escherichia coli	ERL06-2503	GCA_008926125.1	Complete
CP026824.1.fa	NA	NA	NA	NA	Shigella dysenteriae	CFSAN010954	GCA_002949875.1	Complete
NZ_CP049046.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	Y233	GCA_011044215.1	Complete
CP026825.1.fa	NA	NA	NA	NA	Shigella dysenteriae	ATCC 9751	GCA_002949915.1	Complete
CP026842.1.fa	NA	NA	NA	NA	Shigella dysenteriae	ATCC 9754	GCA_002950175.1	Complete
NZ_CP034806.1.fa	NA	NA	NA	NA	Escherichia coli	2010C-3347	GCA_004010675.1	Complete
NZ_CP040305.1.fa	NA	NA	NA	NA	Escherichia coli	HB6	GCA_009431955.1	Complete
NZ_CP044107.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	FDAARGOS_642	GCA_008693905.1	Complete
NZ_CP021162.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	234	GCA_003186415.1	Complete
NZ_CP034808.1.fa	NA	NA	NA	NA	Escherichia coli	08-3914	GCA_004010715.1	Complete
NZ_CP021167.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	388	GCA_003186565.1	Complete
NZ_CP044335.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	AKB48	GCA_012975085.1	Complete
NZ_CP017669.1.fa	NA	NA	NA	NA	Escherichia coli	PA20	GCA_001865295.1	Complete
NZ_CP036310.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	WCHEH090011	GCA_003965345.2	Complete
NZ_CP043226.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	PG20180049	GCA_008124025.1	Complete
CP031282.1.fa	NA	NA	NA	NA	Escherichia fergusonii	40A	GCA_003382705.1	Complete
NZ_CP043225.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	PG20180056	GCA_008123985.1	Complete
NZ_CP047570.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	F2	GCA_009905155.1	Complete
CP059419.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	ENCL48880	GCA_013873515.1	Complete
NZ_CP032801.1.fa	NA	NA	NA	NA	Escherichia coli	ERL06-2442	GCA_008926165.1	Complete
NZ_LR134164.1.fa	NA	NA	NA	NA	Enterobacter hormaechei	NCTC11571	GCA_900635705.1	Complete
NZ_CP018252.1.fa	NA	NA	NA	NA	Escherichia coli	9000	GCA_001890285.1	Complete
NZ_CP018245.1.fa	NA	NA	NA	NA	Escherichia coli	472	GCA_001890245.1	Complete
NZ_CP018237.1.fa	NA	NA	NA	NA	Escherichia coli	155	GCA_001890205.1	Complete
NZ_CP046527.1.fa	NA	NA	NA	NA	Escherichia coli	RM19259	GCA_009738455.1	Complete
NZ_CP027546.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-4187	GCA_003019175.1	Complete
NZ_CP028683.1.fa	NA	NA	NA	NA	Escherichia coli	112	GCA_005222285.1	Complete
NZ_CP028685.1.fa	NA	NA	NA	NA	Escherichia coli	111	GCA_005222405.1	Complete
CP056395.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHBSTW-00589	GCA_013784225.1	Complete
NZ_CP015023.1.fa	NA	NA	NA	NA	Escherichia coli	SRCC 1675	GCA_001612495.1	Complete
NZ_CP032789.1.fa	NA	NA	NA	NA	Escherichia coli	NZRM4169	GCA_008925965.1	Complete
NZ_CP027219.1.fa	NA	NA	NA	NA	Escherichia coli	2015C-3163	GCA_003017375.1	Complete
CP047247.1.fa	NA	NA	NA	NA	Citrobacter freundii	LDL3-3	GCA_009856695.1	Complete
CP056967.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB41-C16	GCA_013801705.1	Complete
NZ_CP015229.1.fa	NA	NA	NA	NA	Escherichia coli	06-00048	GCA_001677475.1	Complete
NZ_CP040307.1.fa	NA	NA	NA	NA	Escherichia coli	F1 E4	GCA_009432215.1	Complete
CP056473.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHBSTW-00477	GCA_013785085.1	Complete
CP056597.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHBSTW-00334	GCA_013786025.1	Complete
CP056559.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHBSTW-00408	GCA_013785525.1	Complete
CP057353.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB29-C07	GCA_013828645.1	Complete
NZ_CP027766.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-3342	GCA_003019215.1	Complete
CP057258.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB31-C16	GCA_013821695.1	Complete
CP014993.1.fa	NA	NA	NA	NA	Enterobacter asburiae	ENIPBJ-CG1	GCA_001617645.1	Complete
CP057506.1.fa	NA	NA	NA	NA	Citrobacter freundii	RHB24-C05	GCA_013882995.1	Complete
NZ_CP027544.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-3264	GCA_003019155.1	Complete
NZ_CP035545.1.fa	NA	NA	NA	NA	Escherichia coli	FSIS11705876	GCA_009664305.1	Complete
NZ_CP034799.1.fa	NA	NA	NA	NA	Escherichia coli	2009C-4687	GCA_004010655.1	Complete
NZ_CP034801.1.fa	NA	NA	NA	NA	Escherichia coli	2010C-3142	GCA_004010695.1	Complete
NZ_CP018241.1.fa	NA	NA	NA	NA	Escherichia coli	319	GCA_001890325.1	Complete
NZ_CP018239.1.fa	NA	NA	NA	NA	Escherichia coli	272	GCA_001890225.1	Complete
CP031345.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM12367-C1	GCA_014623405.1	Complete
NZ_LR134079.1.fa	NA	NA	NA	NA	Escherichia coli	NCTC9112	GCA_900635185.1	Complete
NZ_CP017249.1.fa	NA	NA	NA	NA	Escherichia coli	NADC 5570/86-24/6565	GCA_001806265.1	Complete
NZ_CP017251.1.fa	NA	NA	NA	NA	Escherichia coli	NADC 5570/86-24/6564	GCA_001806285.1	Complete
NZ_CP028693.1.fa	NA	NA	NA	NA	Escherichia coli	108	GCA_005222325.1	Complete
NZ_CP040314.1.fa	NA	NA	NA	NA	Escherichia coli	MA11	GCA_009432915.1	Complete
NZ_CP028700.1.fa	NA	NA	NA	NA	Escherichia coli	105	GCA_005222365.1	Complete
NZ_CP028652.1.fa	NA	NA	NA	NA	Escherichia coli	123	GCA_005221785.1	Complete
LS483483.1.fa	NA	NA	NA	NA	Klebsiella oxytoca	NCTC11355	GCA_900478285.1	Complete
CP035772.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM8843-C1	GCA_014622985.1	Complete
CP035770.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM8988-C1	GCA_014623185.1	Complete
CP031355.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM8995-C1	GCA_014607555.1	Complete
NZ_CP028650.1.fa	NA	NA	NA	NA	Escherichia coli	124	GCA_005221765.1	Complete
NZ_CP028654.1.fa	NA	NA	NA	NA	Escherichia coli	122	GCA_005222005.1	Complete
NZ_CP034794.1.fa	NA	NA	NA	NA	Escherichia coli	06-3462	GCA_004010635.1	Complete
NZ_CP040316.1.fa	NA	NA	NA	NA	Escherichia coli	CV261	GCA_009433135.1	Complete
NZ_CP019944.1.fa	NA	NA	NA	NA	Escherichia coli	DSM 103246	GCA_002058765.1	Complete
NZ_CP043539.1.fa	NA	NA	NA	NA	Escherichia coli O157	Al Ain	GCA_008462425.1	Complete
NZ_CP027351.1.fa	NA	NA	NA	NA	Escherichia coli	2014C-3655	GCA_003018775.1	Complete
NZ_CP007799.1.fa	NA	NA	NA	NA	Escherichia coli Nissle 1917	Nissle 1917	GCA_000714595.1	Complete
NZ_CP027388.1.fa	NA	NA	NA	NA	Escherichia coli	2011C-4251	GCA_003018915.1	Complete
NZ_CP028698.1.fa	NA	NA	NA	NA	Escherichia coli	106	GCA_005222345.1	Complete
NZ_CP037941.1.fa	NA	NA	NA	NA	Escherichia coli	CFSAN027350	GCA_004358385.1	Complete
NZ_CP027552.1.fa	NA	NA	NA	NA	Escherichia coli	2015C-4498	GCA_003018495.1	Complete
NZ_CP015241.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-4465	GCA_001644745.1	Complete
NZ_CP018250.1.fa	NA	NA	NA	NA	Escherichia coli	10671	GCA_001890345.1	Complete
NZ_CP027323.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-3033	GCA_003017765.1	Complete
NZ_CP028596.1.fa	NA	NA	NA	NA	Escherichia coli	149	GCA_005221565.1	Complete
NZ_CP028598.1.fa	NA	NA	NA	NA	Escherichia coli	148	GCA_005221545.1	Complete
NZ_CP034792.1.fa	NA	NA	NA	NA	Escherichia coli	2009C-3378	GCA_004010595.1	Complete
CP035768.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM11626-C1	GCA_014623205.1	Complete
CP035767.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM12522-C8	GCA_014607575.1	Complete
CP054159.1.fa	NA	NA	NA	NA	Klebsiella michiganensis	Biosolid 27	GCA_013283995.1	Complete
NZ_CP010133.1.fa	NA	NA	NA	NA	Escherichia coli	C11	GCA_001900355.1	Complete
NZ_CP032791.1.fa	NA	NA	NA	NA	Escherichia coli	NZRM4165	GCA_008926085.1	Complete
NZ_CP018243.1.fa	NA	NA	NA	NA	Escherichia coli	350	GCA_001890265.1	Complete
NZ_CP032204.1.fa	NA	NA	NA	NA	Escherichia coli	AR_0013	GCA_003571685.1	Complete
CP031341.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM12275-C1	GCA_014622965.1	Complete
NZ_CP022689.1.fa	NA	NA	NA	NA	Escherichia coli	CDC#03-98	GCA_002249955.1	Complete
NZ_CP040309.1.fa	NA	NA	NA	NA	Escherichia coli	21B8	GCA_009432415.1	Complete
NZ_CP027435.1.fa	NA	NA	NA	NA	Escherichia coli	2014C-3599	GCA_003018935.1	Complete
NZ_CP010235.1.fa	NA	NA	NA	NA	Escherichia coli	S40	GCA_001900945.1	Complete
NZ_CP040313.1.fa	NA	NA	NA	NA	Escherichia coli	M7638	GCA_009432795.1	Complete
NZ_CP032793.1.fa	NA	NA	NA	NA	Escherichia coli	NZRM3614	GCA_008926105.1	Complete
NZ_CP027317.1.fa	NA	NA	NA	NA	Escherichia coli	2015C-3107	GCA_003018695.1	Complete
CP024659.1.fa	NA	NA	NA	NA	Escherichia coli	RM9872-C1	GCA_014607515.1	Complete
CP031349.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM9467-C1	GCA_014623245.1	Complete
CP031347.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM9873-C1	GCA_014623425.1	Complete
NZ_CP027362.1.fa	NA	NA	NA	NA	Escherichia coli	95-3192	GCA_003018995.1	Complete
NZ_CP040311.1.fa	NA	NA	NA	NA	Escherichia coli	F3398	GCA_009432635.1	Complete
NZ_CP020106.1.fa	NA	NA	NA	NA	Escherichia coli	13E0780	GCA_002057245.1	Complete
NZ_CP018247.1.fa	NA	NA	NA	NA	Escherichia coli	7784	GCA_001890305.1	Complete
NZ_CP027340.1.fa	NA	NA	NA	NA	Escherichia coli	2015C-3121	GCA_003017935.1	Complete
NZ_CP048920.1.fa	NA	NA	NA	NA	Escherichia coli	SCU-101	GCA_012974565.1	Complete
NZ_CP035498.1.fa	NA	NA	NA	NA	Escherichia coli	04-00955	GCA_004564035.1	Complete
NZ_CP010119.1.fa	NA	NA	NA	NA	Escherichia coli	C3	GCA_001900515.1	Complete
NZ_CP038505.1.fa	NA	NA	NA	NA	Escherichia coli	28Eco12	GCA_004759025.1	Complete
CP031343.1.fa	NA	NA	NA	NA	Escherichia coli O145	RM10425-C1	GCA_014607535.1	Complete
NZ_CP027597.1.fa	NA	NA	NA	NA	Escherichia coli	86-3153	GCA_003018635.1	Complete
LR134223.1.fa	NA	NA	NA	NA	Klebsiella aerogenes	NCTC9652	GCA_900636095.1	Complete
CP047259.1.fa	NA	NA	NA	NA	Klebsiella aerogenes	N1	GCA_009937725.1	Complete
NZ_CP041359.1.fa	NA	NA	NA	NA	Escherichia coli	U1	GCA_006965465.1	Complete
NZ_CP027347.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-4361	GCA_003017975.1	Complete
NZ_CP023531.1.fa	NA	NA	NA	NA	Escherichia coli	FDAARGOS_401	GCA_002393465.1	Complete
NZ_CP044313.1.fa	NA	NA	NA	NA	Escherichia coli	RM11911	GCA_008761495.2	Complete
NZ_CP010240.1.fa	NA	NA	NA	NA	Escherichia coli	C7	GCA_001901425.1	Complete
NZ_CP040390.1.fa	NA	NA	NA	NA	Escherichia coli	A1_136	GCA_005886035.1	Complete
NZ_CP027548.1.fa	NA	NA	NA	NA	Escherichia coli	2014C-3061	GCA_003018155.1	Complete
NZ_LR134092.1.fa	NA	NA	NA	NA	Escherichia coli	NCTC10444	GCA_900635325.1	Complete
NZ_CP015228.1.fa	NA	NA	NA	NA	Escherichia coli	09-00049	GCA_001677495.1	Complete
LR134118.1.fa	NA	NA	NA	NA	Citrobacter freundii	NCTC9750	GCA_900635425.1	Complete
NZ_CP027586.1.fa	NA	NA	NA	NA	Escherichia coli	2012EL-2448	GCA_003018615.1	Complete
NZ_CP049196.1.fa	NA	NA	NA	NA	Escherichia coli	E118	GCA_011045255.1	Complete
NZ_CP044311.1.fa	NA	NA	NA	NA	Escherichia coli	RM13752	GCA_008761455.2	Complete
NZ_CP032145.1.fa	NA	NA	NA	NA	Escherichia coli	15.TR.026_OXA	GCA_008807655.1	Complete
NZ_CP049085.1.fa	NA	NA	NA	NA	Escherichia coli	p4A	GCA_011331215.1	Complete
NZ_CP027459.1.fa	NA	NA	NA	NA	Escherichia coli	90-3040	GCA_003019075.1	Complete
NZ_CP041431.1.fa	NA	NA	NA	NA	Escherichia coli	STEC316	GCA_009950805.1	Complete
NZ_CP016828.1.fa	NA	NA	NA	NA	Escherichia coli	FORC_043	GCA_002214745.2	Complete
NZ_CP053284.1.fa	NA	NA	NA	NA	Escherichia coli	SCU-104	GCA_013315995.1	Complete
NZ_AP022362.1.fa	NA	NA	NA	NA	Escherichia coli	E302	GCA_010725305.1	Complete
NZ_CP027587.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-4974	GCA_003018375.1	Complete
AP022003.1.fa	NA	NA	NA	NA	Escherichia coli	WP3-W18-ESBL-08	GCA_014168855.1	Complete
NZ_CP013663.1.fa	NA	NA	NA	NA	Escherichia coli	GB089	GCA_001678965.1	Complete
AP022287.1.fa	NA	NA	NA	NA	Escherichia coli	WP9-S17-ESBL-11	GCA_014169855.1	Complete
NC_004431.1.fa	NA	NA	NA	NA	Escherichia coli CFT073	CFT073	GCA_000007445.1	Complete
NZ_CP042350.1.fa	NA	NA	NA	NA	Escherichia coli	RM10410	GCA_008065455.1	Complete
NZ_LR778147.1.fa	NA	NA	NA	NA	Escherichia coli	SC418	GCA_902810335.1	Complete
NZ_CP031215.1.fa	NA	NA	NA	NA	Escherichia coli	Es_ST80_L1_NDM_10_2017	GCA_003346835.1	Complete
NZ_CP013662.1.fa	NA	NA	NA	NA	Escherichia coli	08-00022	GCA_001677515.1	Complete
NZ_CP058596.1.fa	NA	NA	NA	NA	Escherichia coli	UPEC_U013	GCA_014522245.1	Complete
NZ_CP019243.1.fa	NA	NA	NA	NA	Escherichia coli	Combat2C1	GCA_002951675.1	Complete
NZ_CP051749.1.fa	NA	NA	NA	NA	Escherichia coli	SCU-486	GCA_012934815.1	Complete
NZ_CP027445.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-3492	GCA_003018075.1	Complete
NZ_CP027363.1.fa	NA	NA	NA	NA	Escherichia coli	88-3001	GCA_003019015.1	Complete
NZ_CP048107.1.fa	NA	NA	NA	NA	Escherichia coli	201609	GCA_010092965.1	Complete
NZ_CP013185.1.fa	NA	NA	NA	NA	Escherichia coli	FORC_029	GCA_001886895.1	Complete
NZ_CP023061.1.fa	NA	NA	NA	NA	Escherichia coli	FORC_069	GCA_003491165.1	Complete
NZ_CP036245.1.fa	NA	NA	NA	NA	Escherichia coli	S65EC	GCA_004299805.1	Complete
NZ_CP016497.1.fa	NA	NA	NA	NA	Escherichia coli	UPEC 26-1	GCA_001693315.1	Complete
AP022173.1.fa	NA	NA	NA	NA	Escherichia coli	WP7-S17-ESBL-01	GCA_014169455.1	Complete
NZ_CP027447.1.fa	NA	NA	NA	NA	Escherichia coli	2014C-3075	GCA_003019035.1	Complete
NZ_CP027312.1.fa	NA	NA	NA	NA	Escherichia coli	2013C-3181	GCA_003018655.1	Complete
NZ_LR134237.1.fa	NA	NA	NA	NA	Escherichia coli	NCTC9022	GCA_900636215.1	Complete
LR588409.1.fa	NA	NA	NA	NA	Klebsiella variicola	NCTC9178	GCA_901421915.1	Complete
NZ_CP049197.1.fa	NA	NA	NA	NA	Escherichia coli	E597	GCA_011045275.1	Complete
CP008700.1.fa	NA	NA	NA	NA	Klebsiella variicola	KP5-1	GCA_000714635.1	Complete
CP054388.1.fa	NA	NA	NA	NA	Escherichia coli	1517k	GCA_004377995.2	Complete
NZ_CP049198.1.fa	NA	NA	NA	NA	Escherichia coli	E686	GCA_011045295.1	Complete
NC_011748.1.fa	NA	NA	NA	NA	Escherichia coli 55989	55989	GCA_000026245.1	Complete
NZ_CP016358.1.fa	NA	NA	NA	NA	Escherichia coli	K-15KW01	GCA_001683435.1	Complete
NZ_CP007594.1.fa	NA	NA	NA	NA	Escherichia coli	SEC470	GCA_000987875.1	Complete
NZ_CP048934.1.fa	NA	NA	NA	NA	Escherichia coli	190693	GCA_011022275.1	Complete
NZ_CP025328.1.fa	NA	NA	NA	NA	Escherichia coli	ExPEC XM	GCA_002844685.1	Complete
NZ_LT601384.1.fa	NA	NA	NA	NA	Escherichia coli	NCTC86EC	GCA_900092615.1	Complete
NZ_CP053079.1.fa	NA	NA	NA	NA	Escherichia coli	K56-43-un	GCA_013394575.1	Complete
NZ_CP025840.1.fa	NA	NA	NA	NA	Escherichia coli	214-4	GCA_003956245.1	Complete
NZ_CP031256.1.fa	NA	NA	NA	NA	Escherichia coli	M16807	GCA_003351485.1	Complete
NZ_CP043414.1.fa	NA	NA	NA	NA	Escherichia coli	EC42405	GCA_009931435.1	Complete
NZ_CP031912.1.fa	NA	NA	NA	NA	Escherichia coli O111:NM	FWSEC0005	GCA_005037805.2	Complete
NC_011750.1.fa	NA	NA	NA	NA	Escherichia coli IAI39	IAI39	GCA_000026345.1	Complete
AP021946.1.fa	NA	NA	NA	NA	Escherichia coli	WP2-S18-ESBL-08	GCA_014168755.1	Complete
NZ_CP010151.1.fa	NA	NA	NA	NA	Escherichia coli	D8	GCA_001900395.1	Complete
NZ_CP054230.1.fa	NA	NA	NA	NA	Escherichia coli	EcPF14	GCA_013372385.1	Complete
NZ_CP042246.1.fa	NA	NA	NA	NA	Escherichia coli	PU-1	GCA_007833255.1	Complete
NZ_LS992190.1.fa	NA	NA	NA	NA	Escherichia coli	Escherichia coli str. TO148	GCA_900520395.1	Complete
AP022298.1.fa	NA	NA	NA	NA	Escherichia coli	BEC1-S17-ESBL-09	GCA_014169915.1	Complete
NZ_CP061206.1.fa	NA	NA	NA	NA	Escherichia coli	DA61218	GCA_014541045.1	Complete
NZ_CP025703.1.fa	NA	NA	NA	NA	Escherichia coli	BH100N substr. MG2017	GCA_002900305.1	Complete
NZ_LR536431.1.fa	NA	NA	NA	NA	Escherichia coli	f9610206-5e81-11e8-bf7f-3c4a9275d6c8	GCA_900747785.1	Complete
NZ_CP020092.1.fa	NA	NA	NA	NA	Escherichia coli	13E0725	GCA_002055605.1	Complete
NZ_CP019778.1.fa	NA	NA	NA	NA	Escherichia coli	NCTC86	GCA_002007705.1	Complete
NC_017628.1.fa	NA	NA	NA	NA	Escherichia coli IHE3034	IHE3034	GCA_000025745.1	Complete
NZ_CP013658.1.fa	NA	NA	NA	NA	Escherichia coli	uk_P46212	GCA_001469815.1	Complete
NZ_CP007592.1.fa	NA	NA	NA	NA	Escherichia coli O157:H16	Santai	GCA_000827105.1	Complete
NZ_CP010219.1.fa	NA	NA	NA	NA	Escherichia coli	M18	GCA_001901185.1	Complete
NZ_LR217818.1.fa	NA	NA	NA	NA	Escherichia coli	NCTC86	GCA_900699165.1	Complete
NZ_LR778144.1.fa	NA	NA	NA	NA	Escherichia coli	SC368	GCA_902810305.1	Complete
NZ_CP041433.1.fa	NA	NA	NA	NA	Escherichia coli	STEC313	GCA_009951245.1	Complete
NZ_CP044314.1.fa	NA	NA	NA	NA	Escherichia coli	RM9245	GCA_008761515.1	Complete
NZ_CP027461.1.fa	NA	NA	NA	NA	Escherichia coli	95-3322	GCA_003019095.1	Complete
NZ_CP051725.1.fa	NA	NA	NA	NA	Escherichia coli	SCU-112	GCA_012934535.1	Complete
AP022159.1.fa	NA	NA	NA	NA	Escherichia coli	WP5-S18-ESBL-07	GCA_014169395.1	Complete
NZ_CP007394.1.fa	NA	NA	NA	NA	Escherichia coli	ST2747	GCA_000599705.1	Complete
NZ_CP041429.1.fa	NA	NA	NA	NA	Escherichia coli	STEC367	GCA_009950475.1	Complete
NZ_LR778141.1.fa	NA	NA	NA	NA	Escherichia coli	SC407	GCA_902810295.1	Complete
NZ_CP037449.1.fa	NA	NA	NA	NA	Escherichia coli	ATCC 25922	GCA_012974805.1	Complete
NZ_CP053852.1.fa	NA	NA	NA	NA	Escherichia coli	CE1628	GCA_013459175.1	Complete
NZ_CP019777.1.fa	NA	NA	NA	NA	Escherichia coli NU14	NU14	GCA_002024865.1	Complete
NZ_CP021288.1.fa	NA	NA	NA	NA	Escherichia coli	PA45B	GCA_002285755.1	Complete
NZ_CP043478.1.fa	NA	NA	NA	NA	Escherichia coli	ST130	GCA_008329665.1	Complete
